OTU,ARMS_Gdynia_GDY1_20190619_20191029_MF100_r1,ARMS_Gdynia_GDY1_20190619_20191029_SF38_r1,ARMS_Crete_1HERP_20180928_20190128_MF125_DMSO_r1,ARMS_Crete_1HERP_20180928_20190128_MF125_ETOH_r1,ARMS_Bodo_GStraB_20190621_20201207_MF100_r1,ARMS_Bodo_GStraB_20190621_20201207_MF500_r1,ARMS_Bodo_GStraB_20190621_20201207_SF50_A_r1,ARMS_Bodo_GStraM_20190621_20201207_MF100_r1,ARMS_Bodo_GStraM_20190621_20201207_MF500_r1,ARMS_Bodo_GStraM_20190621_20201207_SF50_A_r1,ARMS_Vigo_TorallaC_20190625_20191014_SF40_r1,ARMS_Limfjord_Green33_20191029_20201110_MF100_r1,ARMS_Limfjord_Green33_20191029_20201110_MF500_r1,ARMS_Limfjord_Green33_20191029_20201110_SF40_r1,ARMS_Limfjord_Red2_20191029_20201110_MF100_r1,ARMS_Limfjord_Red2_20191029_20201110_MF500_r1,ARMS_Limfjord_Red2_20191029_20201110_SF40_r1,Classification,TAXON:NCBI_TAX_ID
Otu27,0,0,0,0,0,0,0,0,0,0,0,6,1757,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Craniata;Teleostei;NA;NA;NA;NA;NA,Teleostei:32443
Otu898,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paramenophia;NA;NA;NA,Paramenophia:512235
Otu679,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,Annelida:6340
Otu678,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,Annelida:6340
Otu677,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu676,0,8,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;NA;NA;NA;NA,Sordariomycetes:147550
Otu675,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Sessilida;NA;NA;NA;NA,Sessilida:1974272
Otu674,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;NA;NA;NA;NA;NA,Hypotrichia:5934
Otu673,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;NA;NA;NA;NA,Cryomonadida:589444
Otu672,2,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,9,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Glissomonadida;Sandonidae;NA;NA;NA;NA,Sandonidae:2586441
Otu671,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,9,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Marimonadida;NA;NA;NA;NA;NA,Marimonadida:1736122
Otu670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Ahnfeltiales;Ahnfeltiaceae;Ahnfeltia;NA;NA;NA,Ahnfeltia:28022
Otu389,0,0,0,0,3,0,28,5,0,15,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Ulvales-relatives;Ochlochaete;NA;NA;NA;NA,Ochlochaete:262510
Otu388,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu386,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Aeolosoma;NA;NA;NA;NA;NA,Aeolosoma:55816
Otu385,0,0,0,0,0,0,0,0,5,1,0,0,0,26,0,0,0,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Haliphthorales;NA;NA;NA;NA;NA,Oomycota:4762
Otu384,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,Dinophyceae:2864
Otu383,0,0,0,0,0,11,0,0,26,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-2;NA;NA;NA;NA,Syndiniales:88547
Otu381,0,0,0,26,11,0,0,0,0,0,1,0,0,0,7,0,0,Main genome;Eukaryota;Hacrobia;Picozoa;NA;NA;NA;NA;NA;NA;NA,Picozoa:419944
Otu380,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;LAB1;LAB6;NA;NA;NA;NA,Labyrinthulomycetes:35131
Otu251,15,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;NA;NA;NA;NA;NA,Suctoria:39462
Otu250,0,1,0,0,0,0,0,0,0,0,0,1,0,46,2,0,63,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Pedinophyceae;Marsupiomonadales;Marsupiomonadaceae;NA;NA;NA;NA,Marsupiomonadaceae:1535298
Otu253,11,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Vaginicolidae;NA;NA;NA;NA,Vaginicolidae:168252
Otu252,1,0,0,0,0,5,107,2,14,4,0,1,0,3,0,0,0,Main genome;Eukaryota;Stramenopiles;NA;NA;NA;NA;NA;NA;NA;NA,Stramenopiles:33634
Otu254,0,0,0,0,4,15,0,0,60,48,0,2,1,0,0,0,11,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;NA;NA;NA;NA;NA,Ebriida:361424
Otu257,0,0,0,0,5,44,16,3,76,0,0,0,0,74,1,1,59,Main genome;Eukaryota;Stramenopiles;Opalozoa;MAST-12;MAST-12A;NA;NA;NA;NA;NA,Opalozoa:2683629
Otu256,0,0,0,0,0,1,59,0,6,51,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Chrysomerophyceae;Giraudyopsis;stellifera;NA;NA;NA;Giraudyopsis_stellifera,Giraudyopsis_stellifera:45653
Otu709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;NA;NA;NA;NA;NA,Crustacea:6657
Otu708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;NA;NA;NA;NA;NA;NA,Arthropoda:6656
Otu827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Main genome;Eukaryota;Stramenopiles;NA;NA;NA;NA;NA;NA;NA;NA,Stramenopiles:33634
Otu966,0,0,0,0,6,1,0,0,0,0,0,4,0,0,0,0,1,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;LAB1;LAB8;NA;NA;NA;NA,Labyrinthulomycetes:35131
Otu875,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Kinorhyncha;Campyloderes;NA;NA;NA;NA;NA,Campyloderes:549186
Otu874,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;NA;NA;NA;NA;NA,Chromadorea:119089
Otu877,0,0,0,0,1,4,0,0,5,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Cariacotrichea;NA;NA;NA;NA;NA;NA,Ciliophora:5878
Otu876,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;NA;NA;NA;NA;NA,Chromadorea:119089
Otu871,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Thaumatomonadida;NA;NA;NA;NA;NA,Thaumatomonadida:188944
Otu870,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Rhodellophyceae;Glaucosphaera-Clade;NA;NA;NA;NA;NA,Rhodellophyceae:661027
Otu873,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;NA;NA;NA;NA;NA,Chromadorea:119089
Otu872,0,0,0,0,0,1,5,0,6,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;NA;NA;NA;NA;NA;NA,Filosa-Thecofilosea:1004930
Otu879,0,0,0,0,0,2,1,1,5,1,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Ulvales-relatives;Blidingia;NA;NA;NA;NA,Blidingia:63413
Otu878,0,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastigaceae-A;NA;NA;NA,Dolichomastigaceae:1525217
Otu1608,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;NA;NA;NA;NA;NA,Ventricleftida:1938500
Otu1609,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;NA;NA;NA;NA;NA,Hypotrichia:5934
Otu1601,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Urceolariidae;NA;NA;NA;NA,Peritrichia:6021
Otu1602,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;NA;NA;NA;NA;NA,Suctoria:39462
Otu1604,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,Dinophyceae:2864
Otu1605,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;Nephroselmis;NA;NA;NA;NA,Nephroselmis:31311
Otu1607,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Chlamydomyzium;NA;NA;NA;NA;NA,Chlamydomyzium:485443
Otu549,0,2,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Actinocephalidae;Monocystis;NA;NA;NA,Monocystis:110315
Otu548,0,0,0,0,13,0,0,4,0,0,0,2,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Radial-centric-basal-Coscinodiscophyceae;Paralia;NA;NA;NA;NA,Paralia:216907
Otu1734,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Main genome;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysocampanula;NA;NA;NA;NA,Chrysocampanula:1136807
Otu1735,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida;Cyphoderiidae;NA;NA;NA;NA,Cyphoderiidae:178373
Otu1736,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;NA;NA;NA;NA;NA,Vampyrellida:1367446
Otu1737,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;MOCH-5;NA;NA;NA;NA;NA;NA,Ochrophyta:2696291
Otu1730,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;NA;NA;NA;NA;NA;NA;NA,Cercozoa:136419
Otu1731,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;NA;NA;NA;NA;NA,Ventricleftida:1938500
Otu1732,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;NA;NA;NA;NA,Chytridiomycetes:451435
Otu1738,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;Oxytrichidae;Hemigastrostyla;enigmatica;NA;Hemigastrostyla_enigmatica,Hemigastrostyla_enigmatica:423615
Otu1739,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu540,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;NA;NA;NA;NA;NA;NA;NA;NA,Opisthokonta:33154
Otu941,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Hacrobia;Centroheliozoa;NA;NA;NA;NA;NA;NA;NA,Centroheliozoa:193537
Otu943,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;NA;NA;NA;NA;NA;NA;NA,Fungi:4751
Otu942,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu945,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu944,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;NA;NA;NA;NA,Chytridiomycetes:451435
Otu1459,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-16;NA;NA;NA;NA,Syndiniales:88547
Otu1458,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;NA;NA;NA;NA,Porosporidae:947094
Otu947,4,4,0,0,4,1,0,0,2,0,0,0,1,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;NA;NA;NA;NA,Chytridiomycetes:451435
Otu1451,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Marosporida;Rhytidocystidae;NA;NA;NA;NA,Rhytidocystidae:358186
Otu1453,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;NA;NA;NA;NA;NA,Cryptomycota:1031332
Otu1452,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-7;NA;NA;NA;NA,Syndiniales:88547
Otu1455,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Phaeophyceae;NA;NA;NA;NA;NA;NA,Phaeophyceae:2870
Otu1454,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;Nephroselmis;NA;NA;NA;NA,Nephroselmis:31311
Otu1457,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-32;NA;NA;NA;NA,Syndiniales:88547
Otu1456,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Hacrobia;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu462,1,0,0,0,0,0,0,0,0,0,0,19,1,0,0,1,2,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Sessilida;NA;NA;NA;NA,Sessilida:1974272
Otu463,0,0,0,0,0,0,0,0,0,0,0,5,5,3,1,19,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Corophium;NA;NA;NA,Corophium:371471
Otu461,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Priapulida;NA;NA;NA;NA;NA;NA,Priapulida:33467
Otu466,0,0,0,0,5,18,12,1,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Opalozoa;MAST-12;MAST-12A;NA;NA;NA;NA;NA,Opalozoa:2683629
Otu467,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Excavata;Metamonada;Fornicata;Caviomonadidae;NA;NA;NA;NA;NA,Caviomonadidae:1911808
Otu464,39,7,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu465,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae;SEK690;NA;NA;NA,Thraustochytriaceae:33674
Otu468,0,0,0,0,1,9,32,4,13,10,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Marosporida;Margolisiellidae;NA;NA;NA;NA,Marosporida:2990458
Otu469,0,0,0,0,0,1,0,1,1,0,0,2,0,25,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;NA;NA;NA;NA;NA,Neogregarinorida:238088
Otu1149,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu1148,2,0,0,0,6,1,0,3,1,0,0,2,2,2,0,3,2,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;Amphora;NA;NA;NA;NA,Amphora:59796
Otu1143,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;NA;NA;NA;NA;NA,Chromadorea:119089
Otu1142,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Araphid-pennate;Cyclophora;NA;NA;NA;NA,Cyclophora:190338
Otu1141,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Tectofilosida;Pseudodifflugiidae;NA;NA;NA;NA,Pseudodifflugiidae:178376
Otu1140,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Amphidinium;carterae;NA;Amphidinium_carterae,Amphidinium_carterae:2961
Otu1146,0,0,0,0,6,0,0,2,0,1,0,2,3,0,1,0,2,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulida;Labyrinthulaceae;NA;NA;NA;NA,Labyrinthulaceae:35132
Otu1144,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Thaumatomonadida;NA;NA;NA;NA;NA,Thaumatomonadida:188944
Otu608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu609,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,11,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;TAGIRI1-lineage;NA;NA;NA;NA,Ebriida:361424
Otu602,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,Main genome;Eukaryota;Rhizaria;Foraminifera;Monothalamids;Allogromia;NA;NA;NA;NA;NA,Allogromia:39593
Otu603,0,1,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Sessilida;Vorticella;NA;NA;NA,Vorticella:60849
Otu600,0,0,0,0,0,0,0,0,0,0,0,29,10,0,19,5,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;NA;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu601,0,0,0,0,1,0,0,0,0,0,10,11,0,0,1,2,2,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,Ascidiacea:7713
Otu606,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,10,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Phytomyxea;Phagomyxida;Phagomyxidae;NA;NA;NA;NA,Phagomyxida:2779610
Otu607,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Polar-centric-Mediophyceae;Chaetoceros;NA;NA;NA;NA,Chaetoceros:49237
Otu604,0,0,0,0,0,1,0,0,2,0,0,4,0,11,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Novel-Clade-2;NA;NA;NA;NA;NA,Filosa-Imbricatea:1736114
Otu605,0,0,0,0,0,0,3,0,1,0,0,0,0,11,0,1,9,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;NA;NA;NA;NA;NA;NA,Filosa-Thecofilosea:1004930
Otu268,0,0,0,51,7,0,0,1,0,0,0,4,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;NA;NA;NA;NA,Ostracoda:6670
Otu264,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,55,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Raphidophyceae;Heterosigma;akashiwo;NA;NA;NA;Heterosigma_akashiwo,Heterosigma_akashiwo:2829
Otu265,0,0,0,0,6,11,0,2,54,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;GRE3;NA;NA;NA;NA;NA,Apicomplexa:5794
Otu266,0,0,0,0,0,0,54,0,0,24,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Corallinales;NA;NA;NA;NA;NA,Corallinales:31395
Otu267,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Diarthrodes;NA;NA;NA,Diarthrodes:512218
Otu260,7,13,0,57,0,4,2,0,0,0,33,7,2,0,1,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa;NA;NA;NA;NA;NA,Hydrozoa:6074
Otu261,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Actinocephalidae;NA;NA;NA;NA,Actinocephalidae:650287
Otu262,0,1,87,0,0,2,0,0,14,2,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;NA;NA;NA;NA;NA;NA;NA,Fungi:4751
Otu263,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Acoelomorpha;NA;NA;NA;NA,Acoelomorpha:147099
Otu116,272,44,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Abeoformidae;MAIP;NA;NA;NA,Ichthyosporea:127916
Otu117,240,171,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Scyphozoa;Aurelia;NA;NA;NA;NA,Aurelia:6144
Otu114,287,77,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;Bacillaria;NA;NA;NA;NA,Bacillaria:3002
Otu115,0,0,0,0,4,0,0,295,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu112,0,0,0,0,20,1,50,85,7,277,1,0,0,2,0,0,9,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Phaeophyceae;Asperococcus;bullosus;NA;NA;NA;Asperococcus_bullosus,Asperococcus_bullosus:27957
Otu113,1,0,0,0,18,288,1,14,141,2,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;NA;NA;NA;NA,Syndiniales:88547
Otu110,281,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Rhabdocoela;NA;NA;NA;NA,Rhabdocoela:27901
Otu118,158,123,43,0,47,240,0,20,467,193,0,1,0,45,0,0,22,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;NA;NA;NA;NA;NA,Strombidiida:60004
Otu119,240,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Chelicerata;Arachnida;NA;NA;NA;NA,Arachnida:6854
Otu286,0,0,0,0,1,0,0,0,0,0,0,0,0,46,0,0,24,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;Eimeriidae;NA;NA;NA;NA,Eimeriidae:5799
