Country,ObservatoryID,UnitID,DateDeployed,DateCollected,EventID,MaterialSampleID,FieldReplicate,Fraction,Preservative,SequencingRunRepeat,SequencingRunComment,Filter,CrateCover,Number of images,Sequences available,SampleRep
BEL,BelgiumCoast,AJJCD78,2021-02-25,2021-08-19,ARMS_BelgiumCoast_AJJCD78_20210225_20210819_r1_s1,ARMS_BelgiumCoast_AJJCD78_20210225_20210819_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,no,19,COI; 18S,s1
FIN,TZS,Angbat,2018-07-11,2018-11-06,ARMS_TZS_Angbat_20180711_20181106_r2_s1,ARMS_TZS_Angbat_20180711_20181106_SF48_ETOH,no replicate,Sessile,EtOH,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing,48,not provided,105,,s1
Belgium,BelgiumCoast,CPowerA,2022-06-22,2023-09-05,ARMS_BelgiumCoast_CPowerA_20220622_20230905,ARMS_BelgiumCoast_CPowerA_20220622_20230905_SF40_1,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
ISR,Eilat,Katza3,2021-03-22,2022-03-25,ARMS_Eilat_Katza3_20210322_20220325_r1_s2,ARMS_Eilat_Katza3_20210322_20220325_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,0,,s2
FIN,TZS,Spikarna,2020-06-08,2020-11-18,ARMS_TZS_Spikarna_20200608_20201118_r1_s1,ARMS_TZS_Spikarna_20200608_20201118_MF500_ETOH,no replicate,Motile,EtOH,first sequencing run,Not provided,500,not provided,114,COI; 18S,s1
Belgium,BelgiumCoast,CPowerA,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerA_20231023_20240718,ARMS_BelgiumCoast_CPowerA_20231023_20240718_SF40_1,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
FRA,Roscoff,BasBloS1,2018-07-11,2018-10-25,ARMS_Roscoff_BasBloS1_20180711_20181025_r1_s1,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_DMSO_B,ARMS_Roscoff_BasBloS_20180711_20181025,Sessile,DMSO,first sequencing run,Not provided,40,not provided,0,COI; 18S,s1
BEL,BelgiumCoast,CPowerB,2022-06-22,2023-09-05,ARMS_BelgiumCoast_CPowerB_20220622_20230905,ARMS_BelgiumCoast_CPowerB_20220622_20230905_MF100_1,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
NOR,Bodo,GStraB,2019-06-21,2020-12-07,ARMS_Bodo_GStraB_20190621_20201207_r1_s1,ARMS_Bodo_GStraB_20190621_20201207_MF100,ARMS_Bodo_GStra_20190621_20201207,Motile,DMSO,first sequencing run,Not provided,100,not provided,21,COI; 18S,s1
ESP,Getxo,G1,2020-06-24,2020-11-03,ARMS_Getxo_G1_20200624_20201103_r1_s1,ARMS_Getxo_G1_20200624_20201103_SF40,ARMS_Getxo_G_20200624_20201103,Sessile,DMSO,first sequencing run,Not provided,40,not provided,236,COI; ITS; 18S,s1
ISR,Eilat,Katza3,2021-03-22,2022-03-25,ARMS_Eilat_Katza3_20210322_20220325_r1_s1,ARMS_Eilat_Katza3_20210322_20220325_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,0,,s1
FRA,Roscoff,MarBloR1,2021-06-21,2021-10-11,ARMS_Roscoff_MarBloR1_20210621_20211011_r1_s1,ARMS_Roscoff_MarBloR1_20210621_20211011_MF100,EMOBON_Roscoff_MarBloR_20210621_20211011,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
FRA,Roscoff,MarBloR1,2019-06-12,2019-09-16,ARMS_Roscoff_MarBloR1_20190612_20190916_r1_s1,ARMS_Roscoff_MarBloR1_20190612_20190916_SF40,ARMS_Roscoff_MarBloR_20190612_20190916,Sessile,DMSO,first sequencing run,Not provided,40,not provided,18,COI; ITS; 18S,s1
FRA,Roscoff,MarBloR3,2021-06-21,2021-10-13,ARMS_Roscoff_MarBloR3_20210621_20211013_r2_s1,ARMS_Roscoff_MarBloR3_20210621_20211013_SFA,ARMS_Roscoff_MarBloR_20210621_20211011,Sessile,DMSO,second sequencing run (repeat),Not provided,not provided,Not provided,0,,s1
IRL,Galway,Gurr2,2020-07-21,2021-07-07,ARMS_Galway_Gurr2_20200721_20210707_r1_s1,ARMS_Galway_Gurr2_20200721_20210707_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,yes,21,COI; 18S,s1
ESP,Vigo,TorallaC,2019-06-25,2019-10-14,ARMS_Vigo_TorallaC_20190625_20191014_r2_s1,ARMS_Vigo_TorallaC_20190625_20191014_MF500,ARMS_Vigo_Toralla_20190625_20191014,Motile,DMSO,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing,500,not provided,18,COI; 18S,s1
DNK,Limfjord,Yellow8,2020-11-10,2021-11-15,ARMS_Limfjord_Yellow8_20201110_20211115_r1_s1,ARMS_Limfjord_Yellow8_20201110_20211115_MF100,ARMS_Limfjord_Limfjord_20201110_20211115,Motile,DMSO,first sequencing run,Not provided,100,no,0,COI; 18S,s1
DNK,Laeso,Laeso2,2019-08-19,2020-08-11,ARMS_Laeso_Laeso2_20190819_20200811_r1_s1,ARMS_Laeso_Laeso2_20190819_20200811_MF100,ARMS_Laeso_Laeso_20190819_20200811,Motile,DMSO,first sequencing run,Not provided,100,yes,21,COI; ITS; 18S,s1
ISR,Eilat,NR2,2020-12-27,2022-01-03,ARMS_Eilat_NR2_20201227_20220103_r1_s1,ARMS_Eilat_NR2_20201227_20220103_SF,EMOBON_Eilat_NR_20201227_20211229,Sessile,DMSO,first sequencing run,Not provided,not provided,not provided,0,,s1
ISR,Eilat,NR1,2020-12-27,2021-12-29,ARMS_Eilat_NR1_20201227_20211229_r2_s2,ARMS_Eilat_NR1_20201227_20211229_SF,ARMS_Eilat_NR_20201227_20211229,Sessile,DMSO,second sequencing run (repeat),Not provided,not provided,Not provided,0,,s2
GBR,Plymouth,MBA1B,2020-07-17,2020-09-22,ARMS_Plymouth_MBA1B_20200717_20200922_r1_s1,ARMS_Plymouth_MBA1B_20200717_20200922_MF500,ARMS_Plymouth_MBA1_20200717_20200921,Motile,DMSO,first sequencing run,Not provided,500,not provided,18,COI; 18S,s1
FRA,Roscoff,MarBloR1,2018-07-09,2018-10-24,ARMS_Roscoff_MarBloR1_20180709_20181024_r1_s1,ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_DMSO,ARMS_Roscoff_MarBloR_20180709_20181024,Motile,DMSO,first sequencing run,Not provided,500,not provided,18,COI; 18S,s1
BEL,BelgiumCoast,CPowerC,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerC_20210623_20220622,ARMS_BelgiumCoast_CPowerC_20210623_20220622_MF100_1,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,19,COI; 18S,Not provided
BEL,BelgiumCoast,CPowerA,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerA_20231023_20240718,ARMS_BelgiumCoast_CPowerA_20231023_20240718_MF500_3,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
FIN,TZS,Angbat,2021-06-09,2022-06-30,ARMS_TZS_Angbat_20210609_20220630_r1_s1,ARMS_TZS_Angbat_20210609_20220630_SF40_ETOH,no replicate,Sessile,ETOH,first sequencing run,Not provided,40,Not provided,0,,s1
GRC,Crete,1HERP,2020-09-03,2021-10-12,ARMS_Crete_1HERP_20200903_20211012_r1_s1,ARMS_Crete_1HERP_20200903_20211012_SF,no replicate,Motile,Frozen,first sequencing run,Not provided,500,no,171,,s1
SWE,SWC,Varberg1,2020-02-13,2020-06-03,ARMS_SWC_Varberg1_20200213_20200603_r1_s1,ARMS_SWC_Varberg1_20200213_20200603_MF100,ARMS_SWC_Varberg_20200213_20200603,Motile,DMSO,first sequencing run,Not provided,100,not provided,23,COI; ITS; 18S,s1
Belgium,BelgiumCoast,CoastbustersB,2021-04-22,2023-02-15,ARMS_BelgiumCoast_CoastbustersB_20210422_20230215,ARMS_BelgiumCoast_CoastbustersB_20210422_20230215_MF500_1,Not provided,motile fraction,Not provided,Not provided,Not provided,500,Not provided,0,,Not provided
FIN,TZS,Kummelkobben,2021-06-09,2022-06-22,ARMS_TZS_Kummelkobben_20210609_20220622_r1_s1,ARMS_TZS_Kummelkobben_20210609_20220622_SF40_ETOH,no replicate,Sessile,ETOH,first sequencing run,Not provided,40,Not provided,18,,s1
DNK,Limfjord,Yellow8,2019-06-18,2019-10-29,ARMS_Limfjord_Yellow8_20190618_20191029_r1_s1,ARMS_Limfjord_Yellow8_20190618_20191029_SF40,ARMS_Limfjord_Limfjord_20190618_20191029,Sessile,DMSO,first sequencing run,Not provided,40,not provided,99,COI; ITS; 18S,s1
ITA,RavHarbour,RAVH,2021-04-22,2021-07-22,ARMS_RavHarbour_RavH1_20210422_20210722_r1_s1,ARMS_RavHarbour_RavH1_20210422_20210722_SF40,ARMS_RavHarbour_RavH_20210422_20210722,Sessile,DMSO,first sequencing run,Not provided,40,not provided,23,COI; 18S,s1
SVN,GulfOfPiran,BojaVida,2020-06-11,2021-07-28,ARMS_GulfOfPiran_BojaVida_20200611_20210728_r1_s1,ARMS_GulfOfPiran_BojaVida_20200611_20210728_SF100_DMSO,no replicate,Sessile,DMSO,first sequencing run,Not provided,100,not provided,0,,s1
FIN,TZS,Angbat,2018-07-11,2018-11-06,ARMS_TZS_Angbat_20180711_20181106_r1_s1,ARMS_TZS_Angbat_20180711_20181106_MF100_ETOH,no replicate,Motile,EtOH,first sequencing run,Not provided,100,not provided,105,COI; 18S,s1
ESP,Vigo,TorallaA,2021-07-01,2021-10-09,ARMS_Vigo_TorallaA_20210701_20211009_r1_s2,ARMS_Vigo_TorallaA_20210701_20211009_SF,EMOBON_Vigo_Toralla_20210701_20211009,Sessile,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,s2
ESP,Vigo,TorallaA,2021-07-01,2021-10-09,ARMS_Vigo_TorallaA_20210701_20211009_r1_s1,ARMS_Vigo_TorallaA_20210701_20211009_MF100,EMOBON_Vigo_Toralla_20210701_20211009,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
SWE,SWC,Gbg3,2020-02-06,2020-05-29,ARMS_SWC_Gbg3_20200206_20200529_r1_s1,ARMS_SWC_Gbg3_20200206_20200529_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,21,COI; ITS; 18S,s1
GRC,Crete,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211_r1_s1,ARMS_Crete_2UBPC_20190924_20201211_MF90,no replicate,Motile,Frozen,first sequencing run,Not provided,90,Imperfectly,164,COI; ITS; 18S,s1
FIN,TZS,Angbat,2020-06-08,2020-11-17,ARMS_TZS_Angbat_20200608_20201117_r1_s1,ARMS_TZS_Angbat_20200608_20201117_SF40_ETOH,no replicate,Sessile,EtOH,first sequencing run,Not provided,40,not provided,109,COI; ITS; 18S,s1
ESP,Vigo,TorallaA,2018-06-07,2018-09-24,ARMS_Vigo_TorallaA_20180607_20180924_r1_s1,ARMS_Vigo_TorallaA_20180607_20180924_MF100_ETOH,no replicate,Motile,EtOH,first sequencing run,Not provided,100,not provided,25,COI; 18S,s1
FIN,TZS,Spikarna,2021-06-07,2021-11-22,ARMS_TZS_Spikarna_20210607_20211122_r2_s1,ARMS_TZS_Spikarna_20210607_20211122_MF500,no replicate,Motile,DMSO,second sequencing run (repeat),Not provided,500,Not provided,18,,s1
ISR,Eilat,NR3,2020-12-27,2022-01-05,ARMS_Eilat_NR3_20201227_20220105_r1_s1,ARMS_Eilat_NR3_20201227_20220105_MF500,EMOBON_Eilat_NR_20201227_20211229,Motile,DMSO,first sequencing run,Not provided,500,not provided,0,,s1
GBR,Rothera,Cheshire1,2019-12-10,2022-02-21,ARMS_Rothera_Cheshire_20191210_20220221_r2_s1,ARMS_Rothera_Cheshire_20191210_20220221_SF,no replicate,Sessile,DMSO,second sequencing run (repeat),Not provided,not provided,Not provided,0,,s1
ITA,RavMarina,RAVM,2021-04-22,2021-07-22,ARMS_RavMarina_RavM3_20210422_20210722_r1_s1,ARMS_RavMarina_RavM3_20210422_20210722_MF500,ARMS_RavMarina_RavM_20210422_20210722,Motile,DMSO,first sequencing run,Not provided,500,not provided,21,COI; 18S,s1
ISR,Eilat,NR3,2020-12-27,2022-01-05,ARMS_Eilat_NR3_20201227_20220105_r2_s1,ARMS_Eilat_NR3_20201227_20220105_SF,ARMS_Eilat_NR_20201227_20211229,Sessile,DMSO,second sequencing run (repeat),Not provided,not provided,Not provided,0,,s1
Belgium,BelgiumCoast,CPowerA,2022-06-22,2023-09-05,ARMS_BelgiumCoast_CPowerA_20220622_20230905,ARMS_BelgiumCoast_CPowerA_20220622_20230905_MF500_1,Not provided,motile fraction,Not provided,Not provided,Not provided,500,Not provided,0,,Not provided
FIN,TZS,Angbat,2021-06-09,2022-06-30,ARMS_TZS_Angbat_20210609_20220630_r1_s1,ARMS_TZS_Angbat_20210609_20220630_MF100_ETOH,no replicate,Motile,ETOH,first sequencing run,Not provided,100,Not provided,0,,s1
FIN,TZS,Angbat,2020-06-08,2020-11-17,ARMS_TZS_Angbat_20200608_20201117_r1_s1,ARMS_TZS_Angbat_20200608_20201117_MF500_ETOH,no replicate,Motile,EtOH,first sequencing run,Not provided,500,not provided,109,COI; ITS; 18S,s1
ESP,Vigo,TorallaA,2020-07-06,2020-10-06,ARMS_Vigo_TorallaA_20200706_20201006_r1_s1,ARMS_Vigo_TorallaA_20200706_20201006_SF40,ARMS_Vigo_Toralla_20200706_20201006,Sessile,DMSO,first sequencing run,Not provided,40,not provided,26,COI; 18S,s1
BEL,BelgiumCoast,AJJBC89,2021-02-25,2021-08-19,ARMS_BelgiumCoast_AJJBC89_20210225_20210819_r1_s1,ARMS_BelgiumCoast_AJJBC89_20210225_20210819_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,no,19,COI; 18S,s1
GBR,Plymouth,MBA2,2018-07-01,2018-10-01,ARMS_Plymouth_MBA2_20180701_20181001_r2_s1,ARMS_Plymouth_MBA2_20180701_20181001_MF100_DMSO,no replicate,Motile,DMSO,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing,100,not provided,27,,s1
ESP,Vigo,TorallaB,2021-07-01,2021-10-09,ARMS_Vigo_TorallaB_20210701_20211009_r1_s1,ARMS_Vigo_TorallaB_20210701_20211009_MF100,EMOBON_Vigo_Toralla_20210701_20211009,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
BEL,BelgiumCoast,CPowerA,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerA_20231023_20240718,ARMS_BelgiumCoast_CPowerA_20231023_20240718_SF40_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
POL,Gdynia,GDY1,2018-08-13,2019-10-29,ARMS_Gdynia_GDY1_20180813_20191029_r1_s1,ARMS_Gdynia_GDY1_20180813_20191029_SF38_DMSO,no replicate,Sessile,DMSO,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences,38,not provided,118,COI; ITS; 18S,s1
BEL,BelgiumCoast,CPowerA,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerA_20210623_20220622,ARMS_BelgiumCoast_CPowerA_20210623_20220622_SF40_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,19,COI; 18S,Not provided
IRL,Galway,Gurr3,2021-07-20,2022-09-07,ARMS_Galway_Gurr3_20210720_20220907_r2_s1,ARMS_Galway_Gurr3_20210720_20220907_MF500,no replicate,Motile,DMSO,second sequencing run (repeat),Not provided,500,Not provided,20,,s1
NOR,Bodo,GStraM,2021-06-17,2022-11-17,ARMS_Bodo_GStraM_20210617_20221117_r1_s1,ARMS_Bodo_GStraM_20210617_20221117_MF500,ARMS_Bodo_GStra_20210617_20221117,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
ISR,Eilat,Katza3,2021-03-22,2022-03-25,ARMS_Eilat_Katza3_20210322_20220325_r1_s2,ARMS_Eilat_Katza3_20210322_20220325_SF,no replicate,Sessile,DMSO,first sequencing run,Not provided,not provided,not provided,0,,s2
FIN,TZS,Angbat,2021-06-08,2021-11-24,ARMS_TZS_Angbat_20210608_20211124_r1_s1,ARMS_TZS_Angbat_20210608_20211124_SF40_DMSO,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,19,,s1
Belgium,BelgiumCoast,CPowerC,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerC_20210623_20220622,ARMS_BelgiumCoast_CPowerC_20210623_20220622_SF40_3,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
GBR,Plymouth,MBA2,2018-07-01,2018-10-01,ARMS_Plymouth_MBA2_20180701_20181001_r1_s1,ARMS_Plymouth_MBA2_20180701_20181001_SF40_ETOH,no replicate,Sessile,EtOH,first sequencing run,Not provided,40,not provided,27,COI; 18S,s1
POL,Gdynia,GDY,2020-06-10,2021-12-22,ARMS_Gdynia_GDY_20200610_20211222_r2_s2,ARMS_Gdynia_GDY_20200610_20211222_SF40,no replicate,Sessile,DMSO,second sequencing run (repeat),Not provided,40,Not provided,0,,s2
GRC,Crete,1HERP,2020-09-03,2021-01-22,ARMS_Crete_1HERP_20200903_20210122_r1_s1,ARMS_Crete_1HERP_20200903_20210122_MF90,no replicate,Motile,Frozen,first sequencing run,Not provided,90,Imperfectly,163,COI; ITS; 18S,s1
BEL,BelgiumCoast,AZBE1,2019-09-24,2020-03-03,ARMS_BelgiumCoast_AZBE1_20190924_20200303_r1_s1,ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,no,39,COI; 18S,s1
GBR,Plymouth,MBA1A,2019-07-16,2019-09-16,ARMS_Plymouth_MBA1A_20190716_20190916_r1_s1,ARMS_Plymouth_MBA1A_20190716_20190916_MF100,ARMS_Plymouth_MBA1_20190716_20190916,Motile,DMSO,first sequencing run,Not provided,100,not provided,21,COI; ITS; 18S,s1
FRA,Roscoff,BasBloS3,2020-05-29,2021-05-19,ARMS_Roscoff_BasBloS3_20200529_20210519_r1_s1,ARMS_Roscoff_BasBloS3_20200529_20210519_SFA,EMOBON_Roscoff_BasBloS_20200529_20210518,Sessile,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,s1
SWE,SWC,Marstrand3,2020-02-28,2020-05-27,ARMS_SWC_Marstrand3_20200228_20200527_r1_s1,ARMS_SWC_Marstrand3_20200228_20200527_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,19,COI; ITS; 18S,s1
SWE,SWC,Varberg2,2020-02-13,2020-06-03,ARMS_SWC_Varberg2_20200213_20200603_r1_s1,ARMS_SWC_Varberg2_20200213_20200603_SF40,ARMS_SWC_Varberg_20200213_20200603,Sessile,DMSO,first sequencing run,Not provided,40,not provided,21,COI; ITS; 18S,s1
BEL,BelgiumCoast,CPOWERB,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPOWERB_20210623_20220622_r1_s1,ARMS_BelgiumCoast_CPOWERB_20210623_20220622_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
SWE,SWC,Marstrand1,2020-02-28,2020-05-27,ARMS_SWC_Marstrand1_20200228_20200527_r1_s1,ARMS_SWC_Marstrand1_20200228_20200527_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,18,COI; ITS; 18S,s1
GRC,Crete,1HERP,2019-06-12,2020-02-10,ARMS_Crete_1HERP_20190612_20200210_r1_s1,ARMS_Crete_1HERP_20190612_20200210_MF500,no replicate,Motile,Frozen,first sequencing run,Not provided,500,yes,157,COI; ITS; 18S,s1
SWE,Koster,VH2,2019-05-27,2020-07-16,ARMS_Koster_VH2_20190527_20200716_r1_s1,ARMS_Koster_VH2_20190527_20200716_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,27,COI; ITS; 18S,s1
ISR,Eilat,NR2,2020-12-27,2022-01-03,ARMS_Eilat_NR2_20201227_20220103_r1_s2,ARMS_Eilat_NR2_20201227_20220103_SF,EMOBON_Eilat_NR_20201227_20211229,Sessile,DMSO,first sequencing run,Not provided,not provided,not provided,0,,s2
SWE,SWC,Marstrand1,2020-02-28,2020-05-27,ARMS_SWC_Marstrand1_20200228_20200527_r1_s1,ARMS_SWC_Marstrand1_20200228_20200527_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,18,COI; ITS; 18S,s1
FRA,Roscoff,BasBloS1,2020-05-29,2021-05-18,ARMS_Roscoff_BasBloS1_20200529_20210518_r1_s1,ARMS_Roscoff_BasBloS1_20200529_20210518_MF500,EMOBON_Roscoff_BasBloS_20200529_20210518,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
SWE,SWC,Preemraff2,2020-04-01,2020-07-15,ARMS_SWC_Preemraff2_20200401_20200715_r1_s1,ARMS_SWC_Preemraff2_20200401_20200715_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,21,COI; ITS; 18S,s1
GBR,Plymouth,MBA2,2018-07-01,2018-10-01,ARMS_Plymouth_MBA2_20180701_20181001_r1_s1,ARMS_Plymouth_MBA2_20180701_20181001_MF100_DMSO,no replicate,Motile,DMSO,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences,100,not provided,27,ITS; 18S,s1
ESP,Getxo,G1,2021-07-29,2021-11-24,ARMS_Getxo_G1_20210729_20211124_r1_s2,ARMS_Getxo_G1_20210729_20211124_MF100,EMOBON_Getxo_G_20210729_20211124,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s2
NOR,Svalbard,S1,2019-08-06,2020-08-04,ARMS_Svalbard_S1_20190806_20200804_r1_s1,ARMS_Svalbard_S1_20190806_20200804_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,321,COI; ITS; 18S,s1
BEL,BelgiumCoast,BirkenfelsB,2020-06-17,2021-03-09,ARMS_BelgiumCoast_BirkenfelsB_20200617_20210309_r1_s1,ARMS_BelgiumCoast_BirkenfelsB_20200617_20210309_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,no,37,COI; 18S,s1
FRA,Roscoff,BasBloS3,2021-05-19,2022-05-12,ARMS_Roscoff_BasBloS3_20210519_20220512_r1_s1,ARMS_Roscoff_BasBloS3_20210519_20220512_MF500,EMOBON_Roscoff_BasBloS_20210519_20220509,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
ESP,Getxo,G3,2019-06-24,2019-10-16,ARMS_Getxo_G3_20190624_20191016_r1_s1,ARMS_Getxo_G3_20190624_20191016_MF100,ARMS_Getxo_G_20190624_20191016,Motile,DMSO,first sequencing run,Not provided,100,no,222,COI; 18S,s1
BEL,BelgiumCoast,CPowerB,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerB_20210623_20220622,ARMS_BelgiumCoast_CPowerB_20210623_20220622_MF100_1,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,19,COI; 18S,Not provided
GBR,Plymouth,MBA1B,2019-07-16,2019-09-18,ARMS_Plymouth_MBA1B_20190716_20190918_r1_s1,ARMS_Plymouth_MBA1B_20190716_20190918_SF40,ARMS_Plymouth_MBA1_20190716_20190916,Sessile,DMSO,first sequencing run,Not provided,40,not provided,25,COI; ITS; 18S,s1
ESP,Getxo,G1,2021-07-29,2021-11-24,ARMS_Getxo_G1_20210729_20211124_r1_s2,ARMS_Getxo_G1_20210729_20211124_MF500,EMOBON_Getxo_G_20210729_20211124,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s2
NOR,Svalbard,S1B,2020-08-06,2022-07-31,ARMS_Svalbard_S1B_20200806_20220731_r1_s1,ARMS_Svalbard_S1B_20200806_20220731_SF40_DMSO,ARMS_Svalbard_S1_20200805_20220729,Sessile,DMSO,first sequencing run,Not provided,40,Not provided,186,,s1
ISR,Eilat,Katza1,2021-03-22,2022-03-13,ARMS_Eilat_Katza1_20210322_20220313_r1_s1,ARMS_Eilat_Katza1_20210322_20220313_SF,no replicate,Sessile,DMSO,first sequencing run,Not provided,not provided,not provided,0,,s1
BEL,BelgiumCoast,CPowerA,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerA_20210623_20220622,ARMS_BelgiumCoast_CPowerA_20210623_20220622_MF100_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,19,COI; 18S,Not provided
DNK,Limfjord,Yellow8,2019-06-18,2019-10-29,ARMS_Limfjord_Yellow8_20190618_20191029_r1_s1,ARMS_Limfjord_Yellow8_20190618_20191029_MF500,ARMS_Limfjord_Limfjord_20190618_20191029,Motile,DMSO,first sequencing run,Not provided,500,not provided,99,COI; ITS; 18S,s1
BEL,BelgiumCoast,CPowerB,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerB_20231023_20240718,ARMS_BelgiumCoast_CPowerB_20231023_20240718_SF40_3,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
Belgium,BelgiumCoast,CPowerB,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerB_20231023_20240718,ARMS_BelgiumCoast_CPowerB_20231023_20240718_SF40_1,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
FIN,TZS,Angbat,2021-06-08,2021-11-24,ARMS_TZS_Angbat_20210608_20211124_r1_s2,ARMS_TZS_Angbat_20210608_20211124_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,Not provided,19,,s2
