Please ignore. Just helpful for HCMR logistics --> Sequenced,Observatory-ID,ARMS-ID,MaterialSample-ID,Event-ID,Deployment Date,Collection Date,Observatory-ID,ARMS-ID,Country,Fraction_Specific,Fraction,Preservative,Filter (micrometer),Crate cover used during retrieval,OriginalSample-ID,gene_COI,COI_demultiplexed,gene_COI_negative_control,gene_ITS,ITS_demultiplexed,gene_ITS_negative_control,gene_18S,18S_demultiplexed,gene_18S_negative_control,initial number of paired-end reads,initial number of paired-end reads,initial number of paired-end reads,Cleaned sequences,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,Open access date
April 2021,TZS,Kummelkobben,ARMS_TZS_Kummelkobben_20200608_20201120_MF100_ETOH,ARMS_TZS_Kummelkobben_20200608_20201120,2020-06-08,2020-11-20,TZS,Kummelkobben,Finland,Motile_100um,Motile,EtOH,100,,ARMS_TZS_KUMM_200608-201120_MF100_ETOH,ERR7125510,MiSeq (indices) / cutadapt (primers),ERR7125534,ERR7125511,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7125509,MiSeq (indices) / cutadapt (primers),ERR7125533,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,TZS,Kummelkobben,ARMS_TZS_Kummelkobben_20200608_20201120_MF500_ETOH,ARMS_TZS_Kummelkobben_20200608_20201120,2020-06-08,2020-11-20,TZS,Kummelkobben,Finland,Motile_500um,Motile,EtOH,500,,ARMS_TZS_KUMM_200608-201120_MF500_ETOH,ERR7125513,MiSeq (indices) / cutadapt (primers),ERR7125534,ERR7125514,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7125512,MiSeq (indices) / cutadapt (primers),ERR7125533,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,TZS,Kummelkobben,ARMS_TZS_Kummelkobben_20200608_20201120_SF40_ETOH,ARMS_TZS_Kummelkobben_20200608_20201120,2020-06-08,2020-11-20,TZS,Kummelkobben,Finland,Sessile_40um,Sessile,EtOH,40,,ARMS_TZS_KUMM_200608-201120_SF40_ETOH_A,ERR7125516,MiSeq (indices) / cutadapt (primers),ERR7125534,ERR7125517,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7125515,MiSeq (indices) / cutadapt (primers),ERR7125533,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
,TZS,Kummelkobben,ARMS_TZS_Kummelkobben_20210608_20211122_SF40,ARMS_TZS_Kummelkobben_20210608_20211122,2021-06-08,2021-11-22,TZS,Kummelkobben,Finland,Sessile_40um,Sessile,DMSO,40,,ARMS_TZS_KUMM_210608-211122_PSF_DMSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TZS,Kummelkobben,ARMS_TZS_Kummelkoben_20210608_20211122_MF100,ARMS_TZS_Kummelkoben_20210608_20211122,2021-06-08,2021-11-22,TZS,Kummelkobben,Finland,Motile_100um,Motile,DMSO,100,,ARMS_TZS_KUMM_210608-211122_MF100_DMSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TZS,Kummelkobben,ARMS_TZS_Kummelkoben_20210608_20211122_MF500,ARMS_TZS_Kummelkoben_20210608_20211122,2021-06-08,2021-11-22,TZS,Kummelkobben,Finland,Motile_500um,Motile,DMSO,500,,ARMS_TZS_KUMM_210608-211122_MF500_DMSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TZS,Kummelkobben,ARMS_TZS_Kummelkobben_20210609_20220622_SF40_ETOH,ARMS_TZS_Kummelkobben_20210609_20220622,2021-06-09,2022-06-22,TZS,Kummelkobben,Finland,Sessile_40um,Sessile,EtOH,40,,ARMS_TZS_KUMM_210609_220622_SF40_ETOH_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TZS,Kummelkobben,ARMS_TZS_Kummelkobben_20210609_20220622_MF100_ETOH,ARMS_TZS_Kummelkobben_20210609_20220622,2021-06-09,2022-06-22,TZS,Kummelkobben,Finland,Motile_100um,Motile,EtOH,100,,ARMS_TZS_KUMM_210609_220622_MF100_ETOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TZS,Kummelkobben,ARMS_TZS_Kummelkobben_20210609_20220622_MF500_ETOH,ARMS_TZS_Kummelkobben_20210609_20220622,2021-06-09,2022-06-22,TZS,Kummelkobben,Finland,Motile_500um,Motile,EtOH,500,,ARMS_TZS_KUMM_210609_220622_MF500_ETOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2021,TZS,Spikarna,ARMS_TZS_Spikarna_20180711_20181107_MF100_ETOH,ARMS_TZS_Spikarna_20180711_20181107,2018-07-11,2018-11-07,TZS,Spikarna,Finland,Motile_100um,Motile,EtOH,100,,SPI-MF100-ETOH (37),ERR7125524,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7125520,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
July 2019,TZS,Spikarna,ARMS_TZS_Spikarna_20180711_20181107_MF500_ETOH,ARMS_TZS_Spikarna_20180711_20181107,2018-07-11,2018-11-07,TZS,Spikarna,Finland,Motile_500um,Motile,EtOH,500,,SPI-MF500-ETOH (36),ERR4018732,MiSeq (indices),ERR4018737,ERR4018730,MiSeq (indices),ERR4018475,ERR4605224,MiSeq (indices) / cutadapt (primers),ERR4605902,167383,97581,1111951,,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Warn,Fail,Fail,Fail,2021-05-01
May 2021,TZS,Spikarna,ARMS_TZS_Spikarna_20180711_20181107_SF48_ETOH,ARMS_TZS_Spikarna_20180711_20181107,2018-07-11,2018-11-07,TZS,Spikarna,Finland,Sessile_48um,Sessile,EtOH,48,,SPI-PSF-ETOH (104-106),ERR7125525,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7125521,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
,TZS,Spikarna,ARMS_TZS_Spikarna_20200608_20201119_MF100_ETOH,ARMS_TZS_Spikarna_20200608_20201119,2020-06-08,2020-11-19,TZS,Spikarna,Finland,Motile_100um,Motile,EtOH,100,,ARMS_TZS_SPIK_200608-201119_MF100_ETOH,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
,TZS,Spikarna,ARMS_TZS_Spikarna_20200608_20201119_MF500_ETOH,ARMS_TZS_Spikarna_20200608_20201119,2020-06-08,2020-11-19,TZS,Spikarna,Finland,Motile_500um,Motile,EtOH,500,,ARMS_TZS_SPIK_200608-201119_MF500_ETOH,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
,TZS,Spikarna,ARMS_TZS_Spikarna_20200608_20201119_SF40_ETOH,ARMS_TZS_Spikarna_20200608_20201119,2020-06-08,2020-11-19,TZS,Spikarna,Finland,Sessile_40um,Sessile,EtOH,40,,ARMS_TZS_SPIK_200608-201119_SF40_ETOH_A,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
,TZS,Spikarna,ARMS_TZS_Spikarna_20210607_20211122_SF40,ARMS_TZS_Spikarna_20210607_20211122,2021-06-07,2021-11-22,TZS,Spikarna,Finland,Sessile_40um,Sessile,DMSO,40,,ARMS_TZS_SPIK_210607-211122_PSF40_DMSO_(A-B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TZS,Spikarna,ARMS_TZS_Spikarna_20210607_20211122_MF100,ARMS_TZS_Spikarna_20210607_20211122,2021-06-07,2021-11-22,TZS,Spikarna,Finland,Motile_100um,Motile,DMSO,100,,ARMS_TZS_SPIK_210607-211122_MF100_DMSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TZS,Spikarna,ARMS_TZS_Spikarna_20210607_20211122_MF500,ARMS_TZS_Spikarna_20210607_20211122,2021-06-07,2021-11-22,TZS,Spikarna,Finland,Motile_500um,Motile,DMSO,500,,ARMS_TZS_SPIK_210607-211122_MF500_DMSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2021,Vigo,TorallaA,ARMS_Vigo_TorallaA_20180607_20180924_MF100_ETOH,ARMS_Vigo_TorallaA_20180607_20180924,2018-06-07,2018-09-24,Vigo,TorallaA,Spain,Motile_100um,Motile,EtOH,100,,JT1-MF100-ETOH,ERR7127712,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7127701,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
May 2021,Vigo,TorallaA,ARMS_Vigo_TorallaA_20180607_20180924_MF500_ETOH,ARMS_Vigo_TorallaA_20180607_20180924,2018-06-07,2018-09-24,Vigo,TorallaA,Spain,Motile_500um,Motile,EtOH,500,,JT1-MF500-ETOH,ERR7127713,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7127702,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
July 2019,Vigo,TorallaA,ARMS_Vigo_TorallaA_20180607_20180924_SF40_ETOH,ARMS_Vigo_TorallaA_20180607_20180924,2018-06-07,2018-09-24,Vigo,TorallaA,Spain,Sessile_40um,Sessile,EtOH,40,,JT1-SF40-ETOH,ERR4018703,MiSeq (indices),ERR4018737,ERR4018702,MiSeq (indices),ERR4018475,ERR4605223,MiSeq (indices) / cutadapt (primers),ERR4605902,222487,57147,993101,,Fail,Warn,Fail,Warn,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Warn,Fail,Fail,Fail,2021-05-01
January 2020,Vigo,TorallaA,ARMS_Vigo_TorallaA_20190625_20191014_MF100,ARMS_Vigo_TorallaA_20190625_20191014,2019-06-25,2019-10-14,Vigo,TorallaA,Spain,Motile_100um,Motile,DMSO,100,,JTBL_A_MF100,ERR4018716,MiSeq (indices),ERR4018471,ERR4018710,MiSeq (indices),ERR4018473,ERR4018704,MiSeq (indices),ERR4018472,18283,80743,317,,Fail,Fail,Fail,Warn,Warn,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2020,Vigo,TorallaA,ARMS_Vigo_TorallaA_20190625_20191014_MF500,ARMS_Vigo_TorallaA_20190625_20191014,2019-06-25,2019-10-14,Vigo,TorallaA,Spain,Motile_500um,Motile,DMSO,500,,JTBL_A_MF500,ERR4018717,MiSeq (indices),ERR4018471,ERR4018711,MiSeq (indices),ERR4018473,ERR4018705,MiSeq (indices),ERR4018472,77696,64259,162,,Fail,Fail,Fail,Warn,Warn,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
April 2021,Vigo,TorallaA,ARMS_Vigo_TorallaA_20190625_20191014_SF40,ARMS_Vigo_TorallaA_20190625_20191014,2019-06-25,2019-10-14,Vigo,TorallaA,Spain,Sessile_40um,Sessile,DMSO,40,,JTBL_A-SF40,ERR7127691,MiSeq (indices) / cutadapt (primers),ERR7125534,ERR7127692,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7127690,MiSeq (indices) / cutadapt (primers),ERR7125533,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
,Vigo,TorallaA,ARMS_Vigo_TorallaA_20200706_20201006_MF100,ARMS_Vigo_TorallaA_20200706_20201006,2020-07-06,2020-10-06,Vigo,TorallaA,Spain,Motile_100um,Motile,DMSO,100,,2020_Toralla_JTBL_1,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
,Vigo,TorallaA,ARMS_Vigo_TorallaA_20200706_20201006_MF500,ARMS_Vigo_TorallaA_20200706_20201006,2020-07-06,2020-10-06,Vigo,TorallaA,Spain,Motile_500um,Motile,DMSO,500,,2020_Toralla_JTBL_1,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
,Vigo,TorallaA,ARMS_Vigo_TorallaA_20200706_20201006_SF40,ARMS_Vigo_TorallaA_20200706_20201006,2020-07-06,2020-10-06,Vigo,TorallaA,Spain,Sessile_40um,Sessile,DMSO,40,,2020_Toralla_JTBL_1,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
January 2020,Vigo,TorallaB,ARMS_Vigo_TorallaB_20190625_20191014_MF100,ARMS_Vigo_TorallaB_20190625_20191014,2019-06-25,2019-10-14,Vigo,TorallaB,Spain,Motile_100um,Motile,DMSO,100,,JTBL_B_MF100,ERR4018718,MiSeq (indices),ERR4018471,ERR4018712,MiSeq (indices),ERR4018473,ERR4018706,MiSeq (indices),ERR4018472,51687,68766,247,,Fail,Fail,Fail,Warn,Warn,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2020,Vigo,TorallaB,ARMS_Vigo_TorallaB_20190625_20191014_MF500,ARMS_Vigo_TorallaB_20190625_20191014,2019-06-25,2019-10-14,Vigo,TorallaB,Spain,Motile_500um,Motile,DMSO,500,,JTBL_B_MF500,ERR4018719,MiSeq (indices),ERR4018471,ERR4018713,MiSeq (indices),ERR4018473,ERR4018707,MiSeq (indices),ERR4018472,74849,61758,123,,Fail,Fail,Fail,Warn,Warn,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
May 2021,Vigo,TorallaB,ARMS_Vigo_TorallaB_20190625_20191014_SF40,ARMS_Vigo_TorallaB_20190625_20191014,2019-06-25,2019-10-14,Vigo,TorallaB,Spain,Sessile_40um,Sessile,DMSO,40,,JTBL_B-SF40,ERR7127714,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7127703,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
,Vigo,TorallaB,ARMS_Vigo_TorallaB_20200706_20201006_MF100,ARMS_Vigo_TorallaB_20200706_20201006,2020-07-06,2020-10-06,Vigo,TorallaB,Spain,Motile_100um,Motile,DMSO,100,,2020_Toralla_JTBL_2,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
,Vigo,TorallaB,ARMS_Vigo_TorallaB_20200706_20201006_MF500,ARMS_Vigo_TorallaB_20200706_20201006,2020-07-06,2020-10-06,Vigo,TorallaB,Spain,Motile_500um,Motile,DMSO,500,,2020_Toralla_JTBL_2,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
,Vigo,TorallaB,ARMS_Vigo_TorallaB_20200706_20201006_SF40,ARMS_Vigo_TorallaB_20200706_20201006,2020-07-06,2020-10-06,Vigo,TorallaB,Spain,Sessile_40um,Sessile,DMSO,40,,2020_Toralla_JTBL_2,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
January 2020,Vigo,TorallaC,ARMS_Vigo_TorallaC_20190625_20191014_MF100,ARMS_Vigo_TorallaC_20190625_20191014,2019-06-25,2019-10-14,Vigo,TorallaC,Spain,Motile_100um,Motile,DMSO,100,,JTBL_C_MF100,ERR4018720,MiSeq (indices),ERR4018471,ERR4018714,MiSeq (indices),ERR4018473,ERR4018708,MiSeq (indices),ERR4018472,107841,84964,163,,Fail,Fail,Fail,Warn,Warn,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2020,Vigo,TorallaC,ARMS_Vigo_TorallaC_20190625_20191014_MF500,ARMS_Vigo_TorallaC_20190625_20191014,2019-06-25,2019-10-14,Vigo,TorallaC,Spain,Motile_500um,Motile,DMSO,500,,JTBL_C_MF500,ERR4018721,MiSeq (indices),ERR4018471,ERR4018715,MiSeq (indices),ERR4018473,ERR4018709,MiSeq (indices),ERR4018472,39273,53968,73,,Fail,Fail,Pass,Warn,Warn,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2022,Vigo,TorallaC,ARMS_Vigo_TorallaC_20190625_20191014_SF40,ARMS_Vigo_TorallaC_20190625_20191014,2019-06-25,2019-10-14,Vigo,TorallaC,Spain,Sessile_40um,Sessile,DMSO,40,,JTBL_C-SF40,ERR9632095,MiSeq (indices),ERR9632065,discontinued,discontinued,discontinued,ERR9632080,MiSeq (indices),ERR9632062,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
,Vigo,TorallaC,ARMS_Vigo_TorallaC_20200706_20201006_MF100,ARMS_Vigo_TorallaC_20200706_20201006,2020-07-06,2020-10-06,Vigo,TorallaC,Spain,Motile_100um,Motile,DMSO,100,,2020_Toralla_JTBL_3,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
,Vigo,TorallaC,ARMS_Vigo_TorallaC_20200706_20201006_MF500,ARMS_Vigo_TorallaC_20200706_20201006,2020-07-06,2020-10-06,Vigo,TorallaC,Spain,Motile_500um,Motile,DMSO,500,,2020_Toralla_JTBL_3,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
,Vigo,TorallaC,ARMS_Vigo_TorallaC_20200706_20201006_SF40,ARMS_Vigo_TorallaC_20200706_20201006,2020-07-06,2020-10-06,Vigo,TorallaC,Spain,Sessile_40um,Sessile,DMSO,40,,2020_Toralla_JTBL_3,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
,GulfOfPiran,BojaVida,ARMS_GulfOfPiran_BojaVida_20210611_20210728_SF100_DMSO,ARMS_GulfOfPiran_BojaVida_20210611_20210728,2021-06-11,2021-07-28,BojaVida,,Slovenia,Sessile_100um,Sessile,DMSO,100,,ARMS DMSO Sessile 29/7/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GulfOfPiran,BojaVida,ARMS_GulfOfPiran_BojaVida_20210611_20210728_SF40_DMSO,ARMS_GulfOfPiran_BojaVida_20210611_20210728,2021-06-11,2021-07-28,BojaVida,,Slovenia,Sessile_40um,Sessile,DMSO,40,,ARMS DMSO Sessile 29/7/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GulfOfPiran,BojaVida,ARMS_GulfOfPiran_BojaVida_20210611_20210728_MF40_DMSO,ARMS_GulfOfPiran_BojaVida_20210611_20210728,2021-06-11,2021-07-28,BojaVida,,Slovenia,Motile_40um,Motile,DMSO,40,,ARMS DMSO Mobile ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GulfOfPiran,LukaKP,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF100_DMSO,ARMS_GulfOfPiran_LukaKP_20210622_20211027,2021-06-22,2021-10-27,LukaKP,,Slovenia,Sessile_100um,Sessile,DMSO,100,,ARMS DMSO Sessile 28/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GulfOfPiran,LukaKP,ARMS_GulfOfPiran_LukaKP_20210622_20211027_MF40_DMSO,ARMS_GulfOfPiran_LukaKP_20210622_20211027,2021-06-22,2021-10-27,LukaKP,,Slovenia,Motile_40um,Motile,DMSO,40,,ARMS LukaKP_A1_22.6.2021-27.10.2021 Mobile 28.10.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GulfOfPiran,LukaKP,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_DMSO,ARMS_GulfOfPiran_LukaKP_20210622_20211027,2021-06-22,2021-10-27,LukaKP,,Slovenia,Sessile_40um,Sessile,DMSO,40,,ARMS LukaKP_A1_22.6.2021-27.10.2021 Sessile DMSO 28.10.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GulfOfPiran,LukaKP,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_DMSO,ARMS_GulfOfPiran_LukaKP_20210223_20210622,2021-02-23,2021-06-22,LukaKP,,Slovenia,Sessile_40um,Sessile,DMSO,40,,ARMS Sessile DMSO 22/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GulfOfPiran,LukaKP,ARMS_GulfOfPiran_LukaKP_20210223_20210622_MF40_DMSO,ARMS_GulfOfPiran_LukaKP_20210223_20210622,2021-02-23,2021-06-22,LukaKP,,Slovenia,Motile_40um,Motile,DMSO,40,,ARMS Mobile Phase DMSO/NaCl 22/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2021-07-29,2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2021-07-29,2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2021-07-29,2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2021-07-29,2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2021-07-29,2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
