ASV_number:amplicon,ARMS_Limfjord_Green33_20190618_20191029_MF500_r1,ARMS_Limfjord_Green33_20190618_20191029_SF40_r1,ARMS_Limfjord_Green33_20190618_20191029_MF100_r1,ARMS_Limfjord_Red2_20190618_20191029_MF500_r1,ARMS_Limfjord_Red2_20190618_20191029_SF40_r1,ARMS_Limfjord_Red2_20190618_20191029_MF100_r1,ARMS_Koster_VH1_20180418_20190527_MF500_DMSO_r1,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,ARMS_Koster_VH1_20180418_20190527_SF40_DMSO_r1,ARMS_Koster_VH3_20180418_20190527_MF500_DMSO_r1,ARMS_Koster_VH3_20180418_20190527_MF100_DMSO_r1,ARMS_Vigo_TorallaA_20190625_20191014_MF100_r1,ARMS_Vigo_TorallaA_20190625_20191014_MF500_r1,ARMS_Vigo_TorallaB_20190625_20191014_MF100_r1,ARMS_Vigo_TorallaB_20190625_20191014_MF500_r1,ARMS_Vigo_TorallaC_20190625_20191014_MF100_r1,ARMS_Vigo_TorallaC_20190625_20191014_MF500_r1,ARMS_Roscoff_MarBloR1_20190612_20190916_MF100_r1,ARMS_Roscoff_MarBloR1_20190612_20190916_MF500_r1,ARMS_Roscoff_MarBloR1_20190612_20190916_SF40_r1,ARMS_Roscoff_MarBloR2_20190612_20190917_MF100_r1,ARMS_Roscoff_MarBloR2_20190612_20190917_MF500_r1,ARMS_Roscoff_MarBloR2_20190612_20190917_SF40_r1,ARMS_Roscoff_MarBloR3_20190612_20190918_MF100_r1,ARMS_Roscoff_MarBloR3_20190612_20190918_MF500_r1,ARMS_Roscoff_MarBloR3_20190612_20190918_SF40_r1,ARMS_Plymouth_MBA1A_20190716_20190916_MF500_r1,ARMS_Plymouth_MBA1A_20190716_20190916_MF100_r1,ARMS_Plymouth_MBA1A_20190716_20190916_SF40_r1,ARMS_Plymouth_MBA1B_20190716_20190918_MF500_r1,ARMS_Plymouth_MBA1B_20190716_20190918_MF100_r1,ARMS_Plymouth_MBA1B_20190716_20190918_SF40_r1,ARMS_Plymouth_MBA1C_20190716_20190920_MF500_r1,ARMS_Plymouth_MBA1C_20190716_20190920_MF100_r1,ARMS_Plymouth_MBA1C_20190716_20190920_SF40_r1,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,ARMS_Gdynia_GDY1_20180813_20191029_MF500_DMSO_r1,ARMS_Limfjord_Yellow8_20190618_20191029_MF500_r1,ARMS_Limfjord_Yellow8_20190618_20191029_SF40_r1,ARMS_Limfjord_Yellow8_20190618_20191029_MF100_r1,Classification,TAXON:NCBI_TAX_ID
ASV_4:be77528011edee403786ae573192ebdb4a48c7bf,0,750,4759,0,1675,4982,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,103,4102,Eukaryota;Brachiopoda;Rhynchonellata;Terebratulida;Terebratellidae;Magellania;Magellania joubini,Magellania joubini:147652
ASV_6361:93df511941134095f636b8df2036630f26df73b9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Eukaryota;Chlorophyta;Pycnococcaceae;Pycnococcaceae;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii,Pycnococcus provasolii:41880
ASV_6362:93e754e972a0f81945a3f8183fcdc6c95e4a5324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Polyplectron;Polyplectron malacense,Polyplectron malacense:142660
ASV_6363:93f8781e2de5e0fa106b8971cca2e52d758f1ab9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Yezoterpnosia;Yezoterpnosia vacua,Yezoterpnosia vacua:2170273
ASV_6364:940c4202b165945825a70228e03a2f120af061db,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Lophiiformes;Brachionichthyidae;Brachionichthys;Brachionichthys hirsutus,Brachionichthys hirsutus:412623
ASV_6365:9417860553dbb2c0587211ac5c080e198aeeb547,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Lophiiformes;Brachionichthyidae;Brachionichthys;Brachionichthys hirsutus,Brachionichthys hirsutus:412623
ASV_6366:941cbf2f6e8c1d295f6e93cf8a6f11862b8bc97c,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastix;Dolichomastix tenuilepis,Dolichomastix tenuilepis:195969
ASV_6367:9429efbafabd534a3fc05b23f30e2e40da97a2cd,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobida;Jakobidae;Jakoba;Jakoba bahamiensis,Jakoba bahamiensis:221721
ASV_6368:9451803a4bef89ad0b2ffc10d90e3e437a91dc24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Delesseriaceae;Membranoptera;Membranoptera weeksiae,Membranoptera weeksiae:158720
ASV_6369:9455060ecc0a56909f5feb46cd9ffb8e73babbbc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hymenoptera;Formicidae;Pheidole;Pheidole purpurea,Pheidole purpurea:1581008
ASV_6370:945d475d823deb1b57e445567dda3e5f13d9a1bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Synbranchiformes;Indostomidae;Indostomus;Indostomus paradoxus,Indostomus paradoxus:181450
ASV_6371:946097ab1edaa6aa9c01338360c8cfa3d23b16f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia japonica,Malassezia japonica:223818
ASV_6372:946cd535b867830c0bcef9a81b98fd0c745b3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Ascidiacea;Phlebobranchia;Cionidae;Ciona;Ciona roulei,Ciona roulei:439887
ASV_6373:946ec614ac347fada7a424aeca9615295959974e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Pomacanthidae;Pomacanthidae;Apolemichthys;Apolemichthys griffisi,Apolemichthys griffisi:1680563
ASV_6374:946fdcee869abd990220dc3b230e5a17798cef13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Eukaryota;Chordata;Aves;Piciformes;Megalaimidae;Megalaima;Megalaima virens,Megalaima virens:219518
ASV_6375:9475cbd36dad748706f0b8653dedb737242f5d7b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Munidopsidae;Leiogalathea;Leiogalathea camilla,Leiogalathea camilla:2653945
ASV_6376:9479597c8118d7f1a914f2f133abfaa5f4df4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hemiptera;Miridae;Lepidargyrus;Lepidargyrus instabilis,Lepidargyrus instabilis:2315926
ASV_6377:947f281c7c73f50fa2a0f8f5fa186fb3e4d05de6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea;Lachancea meyersii,Lachancea meyersii:300276
ASV_6378:9488f6d71bde306005b7a6c2bf2f0a423f80d492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia japonica,Malassezia japonica:223818
ASV_6379:94913f8cf87385c7e14eac9f3ea8d106c7fbf3c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Watersiporidae;Watersipora;Watersipora subatra,Watersipora subatra:2589382
ASV_6380:94918af3da5aeeb5af8e20ee5053286730b1d875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica,Physophora hydrostatica:168779
ASV_6381:94a5d76fb7ce65d0e554e56dcfcfa3543dece51e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Haptista;Haptophyta;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis antarctica,Phaeocystis antarctica:33657
ASV_6382:94a6f36bf91b0d659833bdf4facd8eeb02ffa8a8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chlorophyta;Trebouxiophyceae;Coccomyxa;Coccomyxa;Coccomyxa;Coccomyxa subellipsoidea,Coccomyxa subellipsoidea:248742
ASV_6383:94ac3be52d387aa013b7c92b51498411fd6452c3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha,Pennaria disticha:264068
ASV_6384:94ae3a3dd4a4c9f76b12c045030cc2bd97af9e5f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Coraciiformes;Todidae;Todus;Todus mexicanus,Todus mexicanus:135184
ASV_6385:94bc93349a3bfe447df2cef383e883204c28ad86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophionereidae;Ophionereis;Ophionereis fusca,Ophionereis fusca:1815177
ASV_6386:94c13b2ba4d306f7bf9ea48ae7ae75db94b3be3f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Mediophyceae;Lithodesmiales;Lithodesmiaceae;Ditylum;Ditylum brightwellii,Ditylum brightwellii:49249
ASV_6388:94c7d7abdb612ccc1e9121620fbd8db52cee844d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula toruloides,Rhodotorula toruloides:5286
ASV_6389:94c805b9925956c3fc45837cdf308100e65c62ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophionereidae;Ophionereis;Ophionereis fusca,Ophionereis fusca:1815177
ASV_6390:94d224c31f19ca19ce3e66cd483038be24202b4c,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophionereidae;Ophionereis;Ophionereis fusca,Ophionereis fusca:1815177
ASV_6391:94f3164ad16377352e70774a8f89ca81191ffaf9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Vanderwaltozyma;Vanderwaltozyma polyspora,Vanderwaltozyma polyspora:36033
ASV_6392:94f87a3bc1b27837dcc2b3e4b5f895507bb5c8dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Dothideomycetes;Cladosporiales;Cladosporiaceae;Cladosporium;Cladosporium bruhnei,Cladosporium bruhnei:450181
ASV_6393:94fbe13e18baed1c61d524a82736f1dcd7da01f8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Codiaceae;Codium;Codium fragile,Codium fragile:3133
ASV_6394:94fce03d97af1eed0a446bd28eb64e06a4efe4ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Porifera;Demospongiae;Tethyida;Tethyidae;Tethya;Tethya seychellensis,Tethya seychellensis:463343
ASV_6395:94fdb611a2f98942922334d4c330a9c8a3d3ee6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Glyceridae;Hemipodia;Hemipodia simplex,Hemipodia simplex:1746056
ASV_6396:9502186cb1cd0ed426e153de0cf6b07763204d54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia alba,Nitzschia alba:2858
ASV_6397:9510fa567c1a307873de678b54c2e920c7e8b5d3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Chirostylidae;Gastroptychus;Gastroptychus investigatoris,Gastroptychus investigatoris:2020971
ASV_6399:952a330f4cf5b2914d6d8da48ba06cdf6bee23a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Eukaryota;Chordata;Aves;Columbiformes;Columbidae;Columba;Columba jouyi,Columba jouyi:1914393
ASV_6400:9548e541dff33c9e32d584e40dfab7aff0536da2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Atylobaccha;Atylobaccha flukiella,Atylobaccha flukiella:1655283
ASV_6401:95519c67e68af6ea4c50a57543fc3ba80d8a5175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Amphipoda;Acanthogammaridae;Eucarinogammarus;Eucarinogammarus wagii,Eucarinogammarus wagii:1842060
ASV_6402:955318b926d4bf08888e8d2cfee508363c0dbd9a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Scytosiphonaceae;Nemoderma;Nemoderma tingitanum,Nemoderma tingitanum:112059
ASV_6403:9554c9ab3015bddabc58a53e5c04167ae1df7f62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Delesseriaceae;Caloglossa;Caloglossa monosticha,Caloglossa monosticha:76906
ASV_6404:9571fe8bbb7965e15547397f7416353b5fb05ccc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Eukaryota;Platyhelminthes;Trematoda;Plagiorchiida;Paramphistomidae;Calicophoron;Calicophoron microbothrioides,Calicophoron microbothrioides:154335
ASV_6405:9579011356fc8e6701833b65352add9f0fad4e44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Acanthisittidae;Xenicus;Xenicus gilviventris,Xenicus gilviventris:38635
ASV_6406:957d49199879451a8de2a67e822ed90b2e79941e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatiidae;Tetraplatia;Tetraplatia volitans,Tetraplatia volitans:329739
ASV_6407:95833fb35ff2d60bab020457c40eb8815a736350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira curviseriata,Thalassiosira curviseriata:291032
ASV_6408:958340edce258b9fdbe6400a15e872c2b9cac982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon maureeniae,Chloropicon maureeniae:1461542
ASV_6409:958a055fd0e54c442d0c93499f74b0cb5f9264eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupanodon;Clupanodon thrissa,Clupanodon thrissa:403224
ASV_6410:9596bbe82f2279baf17c42bfbe0574dbb90a47de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Porifera;Demospongiae;Tethyida;Tethyidae;Tethya;Tethya actinia,Tethya actinia:233783
ASV_6411:959733bcc6c0cf3f2a70e45cd9f0701ed6407278,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Prototheca;Prototheca bovis,Prototheca bovis:2509265
ASV_6412:959f22a7cc6ec3b90b98859995decebc96da1ad6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Turdidae;Turdus;Turdus eunomus,Turdus eunomus:1562130
ASV_6413:95a2c2c2f1230312223b4ed122bfbd40c3eb4f5a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Peronosporales;Oomycota_8;Peronosporales;Peronosporaceae;Plasmopara;Plasmopara halstedii,Plasmopara halstedii:4781
ASV_6414:95b64f490a88388d82e333cc263f9a50c50a9d3c,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Lepidosauria;Squamata;Eublepharidae;Hemitheconyx;Hemitheconyx caudicinctus,Hemitheconyx caudicinctus:96741
ASV_6415:95bb5e1c73ac7599c3c7e7f6b6cc02fdfa67aebf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Lepidoptera;Geometridae;Hagnagora;Hagnagora marionae,Hagnagora marionae:337965
ASV_6416:95cc9fb90f959c070427e10691be10574470ac72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophionereidae;Ophionereis;Ophionereis fusca,Ophionereis fusca:1815177
ASV_6417:95f0ace5efce2efc303db1aee068a346ae69fd52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Acanthisittidae;Xenicus;Xenicus gilviventris,Xenicus gilviventris:38635
ASV_6418:95f61d18853529bfab85a0e8206a5b64bbdc134f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Nematoda;Chromadorea;Rhabditida;Physalopteridae;Physaloptera;Physaloptera rara,Physaloptera rara:2358290
ASV_6419:962d65c63289721fad68c9de4eeb7ef45d72249c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Polytoma;Polytoma uvella,Polytoma uvella:40532
ASV_6420:963a458b6a03a330d3ae412b7025dc6d2da85750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Eukaryota;Chordata;Mammalia;Rodentia;Echimyidae;Thrichomys;Thrichomys apereoides,Thrichomys apereoides:43327
ASV_6421:964859cba3380a2e848f9fee583a4eaeb9269602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Peronosporales;Oomycota_8;Peronosporales;Peronosporaceae;Phytophthora;Phytophthora moyootj x Phytophthora thermophila,Phytophthora moyootj x Phytophthora thermophila:1704123
ASV_6422:964ff8d40690dacba05c387b8d58b40be92d3b20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Acanthisittidae;Pachyplichas;Pachyplichas yaldwyni,Pachyplichas yaldwyni:1860150
ASV_6423:9656e835da540edd7b95d81098a445e08082557f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Mediophyceae;Triceratiales;Plagiogrammaceae;Psammoneis;Psammoneis japonica,Psammoneis japonica:517775
ASV_6424:966126a4ee867a3f940c5bb19e5e7f859bfb4a87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Fringillidae;Pseudonestor;Pseudonestor xanthophrys,Pseudonestor xanthophrys:64813
ASV_6425:966dbe13ee2d8e2613212be8e05c315209646f6b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Diprotodontia;Acrobatidae;Distoechurus;Distoechurus pennatus,Distoechurus pennatus:38614
ASV_6426:966f1d06d55ba36a107227237ca7bb7f199489dd,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Lepidosauria;Squamata;Eublepharidae;Hemitheconyx;Hemitheconyx caudicinctus,Hemitheconyx caudicinctus:96741
ASV_6427:967064eb9a2e54ff342a5a0f1667cb6b0066ce77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Culicidae;Wyeomyia;Wyeomyia confusa,Wyeomyia confusa:2597064
ASV_6428:96732a0b7f7af725bb7c86d68d5da7f26229bc69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Lepidosauria;Squamata;Lacertidae;Iberolacerta;Iberolacerta aranica,Iberolacerta aranica:178817
ASV_6429:9684b0a1359aa97a9ec58cc96fb9a15b135512d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophiolepididae;Ophiomusium;Ophiomusa relicta,Ophiomusa relicta:1815167
ASV_6430:96945a451e25602994e0e95bd97fd4be88fd8f32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Coraciiformes;Todidae;Todus;Todus mexicanus,Todus mexicanus:135184
